,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
TCD102BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
HHZ007BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
THZ015BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
THZ014BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
THZ016BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCK104BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCK103BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCK105BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCK101BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCK102BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
239284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
THZ007BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TTT504BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
THZ004BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TTT502BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
239369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
239449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
239455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
239458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
239456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
HHZ047BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
239462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
239507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
CCCVMU7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TTT503BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
239646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
239649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
240389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
TND504BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TND503BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
239709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
239740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
239747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
239731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
239737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
HHZ014BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
HHZ037BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
241068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
CCCVMU6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TFF303BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
242524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
242930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
242938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
THK303BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
CHZ012BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TMG201BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
CCCOTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
600563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
244098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
600568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
FWZ038BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
244226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
244231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
244347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
THM603BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
245087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
244527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
244554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
244562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
244579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
244587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
244621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
244757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
244783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
600572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
THZ019BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
600577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
FNZ038BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TME102BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
245017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
600576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
245135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
245094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
600574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
TME127BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
245199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
245223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
245236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
245238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
245231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
245281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
245263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
245312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,
245449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
245491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
TTB204BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
CHZ015BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
CHZ026BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,Planned Burn,,
TCR401BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
245626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
245666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
245697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
245714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
FNZ044BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TTZ017BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
245861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
600583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
THL420BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,Planned Burn
245919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
245955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
TTB603BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCZ007BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCZ006BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCZ003BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCZ004BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
TCZ005BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
HRB2016/17-TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
246075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
246070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
246102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
246138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
246132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
600586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
246173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,
CHZ018BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,,
246955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
246304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
246295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,
600594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,
600589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
246757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
246782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
246863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
246837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
246892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
246883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
246876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
246919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
246926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
246925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
246992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
246990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
247131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
249196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
247287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
247369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
247344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
247453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
247489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
247661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
247905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
247945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
247946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
247981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
248206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
248205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
248273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
248400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
248467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TNC101BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
248617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
248620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
248726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,
248723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
248755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
248739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,
600610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
THZ046BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
600623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
248971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
TNZ001BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,Planned Burn,,
248982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
600621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
249099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
249132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
249146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
249135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
249246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
249250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
249276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
249284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
NSZ004BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
THZ047BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
THZ048BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
600613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
249600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
249545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
CHZ006BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TNS107BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TNS105BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TNS106BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
HRB2016/17-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
THU201BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
THZ010BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,Planned Burn,,
TNS103BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TNS101BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TNS104BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
NEZ002BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
250865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
250866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
249850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
HRB2016/17-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
249932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
TCZ013BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
249926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
249947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
249937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
249940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
THS508BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
THK304BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
249973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
TCC203BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
250065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
250089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
LTZ031BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
LTZ035BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
250186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
250189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TND502BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TND501BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TND508BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
250324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TEO105BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
